id,taxonID,kingdom,phylum,class,order,family,genus,specificEpithet,scientificName,taxonRank,scientificNameAuthorship,taxonRemarks,threatStatus,establishmentMeans,scientificNameID,nameAccordingTo,vernacularName,taxonomicStatus,language,rightsHolder,bibliographicCitation,locality,countryCode,appendixCITES,occurrenceRemarks,
gbif.org/species/2479563,gbif.org/species/2479563,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Brotogeris jugularis,Especie,"(Statius Muller, 1776)",,LC,,,,,,,,,,,,,
gbif.org/species/2479576,gbif.org/species/2479576,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,cyanoptera,Brotogeris cyanoptera,Especie,"(Pelzeln, 1870)",,LC,,,,,,,,,,,,,
gbif.org/species/2479473,gbif.org/species/2479473,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Hapalopsittaca,amazonina,Hapalopsittaca amazonina,Especie,"(Des Murs, 1845)",,VU,,,,,,,,,,,,,
gbif.org/species/2479477,gbif.org/species/2479477,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Hapalopsittaca,fuertesi,Hapalopsittaca fuertesi,Especie,"(Chapman, 1912)",,CR,Endémica,,,,,,,,,,,,
gbif.org/species/7340177,gbif.org/species/7340177,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrilia,haematotis,Pyrilia haematotis,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/5788420,gbif.org/species/5788420,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrilia,pulchra,Pyrilia pulchra,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/5788422,gbif.org/species/5788422,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrilia,pyrilia,Pyrilia pyrilia,Especie,,,NT,,,,,,,,,,,,,
gbif.org/species/7340175,gbif.org/species/7340175,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrilia,barrabandi,Pyrilia barrabandi,Especie,,,NT,,,,,,,,,,,,,
gbif.org/species/2479912,gbif.org/species/2479912,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,fuscus,Pionus fuscus,Especie,"(Statius Muller, 1776)",,LC,,,,,,,,,,,,,
gbif.org/species/2479917,gbif.org/species/2479917,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,sordidus,Pionus sordidus,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2479913,gbif.org/species/2479913,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,tumultuosus,Pionus tumultuosus,Especie,"(Tschudi, 1844)",,LC,,,,,,,,,,,,,
gbif.org/species/2479902,gbif.org/species/2479902,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,menstruus,Pionus menstruus,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/2479901,gbif.org/species/2479901,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,chalcopterus,Pionus chalcopterus,Especie,"(Fraser, 1841)",,LC,,,,,,,,,,,,,
gbif.org/species/2479735,gbif.org/species/2479735,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Graydidascalus,brachyurus,Graydidascalus brachyurus,Especie,"(Kuhl, 1820)",,LC,,,,,,,,,,,,,
gbif.org/species/2479652,gbif.org/species/2479652,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,festiva,Amazona festiva,Especie,"(Linnaeus, 1758)",,NT,,,,,,,,,,,,,
gbif.org/species/2479623,gbif.org/species/2479623,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,autumnalis,Amazona autumnalis,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2479612,gbif.org/species/2479612,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,ochrocephala,Amazona ochrocephala,Especie,"(Gmelin, 1788)",,LC,,,,,,,,,,,,,
gbif.org/species/2479606,gbif.org/species/2479606,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,farinosa,Amazona farinosa,Especie,"(Boddaert, 1783)",,NT,,,,,,,,,,,,,
gbif.org/species/2479666,gbif.org/species/2479666,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,amazonica,Amazona amazonica,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/2479636,gbif.org/species/2479636,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,mercenarius,Amazona mercenarius,Especie,"(Tschudi, 1844)",,LC,,,,,,,,,,,,,
gbif.org/species/2479060,gbif.org/species/2479060,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,modestus,Forpus modestus,Especie,"(Cabanis, 1848)",,LC,,,,,,,,,,,,,
gbif.org/species/2479075,gbif.org/species/2479075,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,xanthopterygius,Forpus xanthopterygius,Especie,"(Spix, 1824)",,LC,,,,,,,,,,,,,
gbif.org/species/2479081,gbif.org/species/2479081,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,passerinus,Forpus passerinus,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2479071,gbif.org/species/2479071,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,conspicillatus,Forpus conspicillatus,Especie,"(Lafresnaye, 1848)",,LC,,,,,,,,,,,,,
gbif.org/species/2479087,gbif.org/species/2479087,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,coelestis,Forpus coelestis,Especie,"(Lesson, 1847)",,LC,,,,,,,,,,,,,
gbif.org/species/2479437,gbif.org/species/2479437,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionites,melanocephalus,Pionites melanocephalus,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2479441,gbif.org/species/2479441,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionites,leucogaster,Pionites leucogaster,Especie,"(Kuhl, 1820)",,EN,,,,,,,,,,,,,
gbif.org/species/2479535,gbif.org/species/2479535,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Deroptyus,accipitrinus,Deroptyus accipitrinus,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2479831,gbif.org/species/2479831,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,picta,Pyrrhura picta,Especie,"(Statius Muller, 1776)",,LC,,,,,,,,,,,,,
gbif.org/species/2479854,gbif.org/species/2479854,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,viridicata,Pyrrhura viridicata,Especie,"Todd, 1913",,EN,Endémica,,,,,,,,,,,,
gbif.org/species/2479824,gbif.org/species/2479824,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,melanura,Pyrrhura melanura,Especie,"(Spix, 1824)",,LC,,,,,,,,,,,,,
gbif.org/species/2479816,gbif.org/species/2479816,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,calliptera,Pyrrhura calliptera,Especie,"(Massena & Souance, 1854)",,VU,Endémica,,,,,,,,,,,,
gbif.org/species/7926461,gbif.org/species/7926461,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eupsittula,pertinax,Eupsittula pertinax,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2479113,gbif.org/species/2479113,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,weddellii,Aratinga weddellii,Especie,"(Deville, 1851)",,LC,,,,,,,,,,,,,
gbif.org/species/2479446,gbif.org/species/2479446,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,manilatus,Orthopsittaca manilatus,Especie,"(Boddaert, 1783)",,LC,,,,,,,,,,,,,
gbif.org/species/5959231,gbif.org/species/5959231,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,ararauna,Ara ararauna,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/5959230,gbif.org/species/5959230,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Ara militaris,Especie,"(Linnaeus, 1766)",,VU,,,,,,,,,,,,,
gbif.org/species/5959233,gbif.org/species/5959233,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,ambiguus,Ara ambiguus,Especie,"(Bechstein, 1811)",,EN,,,,,,,,,,,,,
gbif.org/species/5959227,gbif.org/species/5959227,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,macao,Ara macao,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/5959225,gbif.org/species/5959225,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,chloropterus,Ara chloropterus,Especie,"G.R.Gray, 1859",,LC,,,,,,,,,,,,,
gbif.org/species/5959228,gbif.org/species/5959228,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,severus,Ara severus,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2480179,gbif.org/species/2480179,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Leptosittaca,branickii,Leptosittaca branickii,Especie,"Berlepsch & Stolzmann, 1894",,VU,,,,,,,,,,,,,
gbif.org/species/2480100,gbif.org/species/2480100,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ognorhynchus,icterotis,Ognorhynchus icterotis,Especie,"(Massena & Souance, 1854)",,EN,,,,,,,,,,,,,
gbif.org/species/7826906,gbif.org/species/7826906,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Thectocercus,acuticaudatus,Thectocercus acuticaudatus,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/7634300,gbif.org/species/7634300,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacara,wagleri,Psittacara wagleri,Especie,,,NT,,,,,,,,,,,,,
gbif.org/species/8317396,gbif.org/species/8317396,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacara,leucophthalmus,Psittacara leucophthalmus,Especie,"(Statius Müller, 1776)",,LC,,,,,,,,,,,,,
gbif.org/species/2492883,gbif.org/species/2492883,Animalia,Chordata,Aves,Passeriformes,Sapayoidae,Sapayoa,aenigma,Sapayoa aenigma,Especie,"Hartert, 1903",,LC,,,,,,,,,,,,,
gbif.org/species/8360089,gbif.org/species/8360089,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Euchrepomis,callinota,Euchrepomis callinota,Especie,"(Sclater, 1855)",,LC,,,,,,,,,,,,,
gbif.org/species/7371197,gbif.org/species/7371197,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Euchrepomis,spodioptila,Euchrepomis spodioptila,Especie,"(Sclater & Salvin, 1881)",,LC,,,,,,,,,,,,,
gbif.org/species/8296303,gbif.org/species/8296303,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Euchrepomis,humeralis,Euchrepomis humeralis,Especie,,Probable por confirmar,LC,,,,,,,,,,,,,
gbif.org/species/2490079,gbif.org/species/2490079,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Cymbilaimus,lineatus,Cymbilaimus lineatus,Especie,"(Leach, 1814)",,LC,,,,,,,,,,,,,
gbif.org/species/6100903,gbif.org/species/6100903,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Frederickena,unduliger,Frederickena unduliger,Especie,"(Pelzeln, 1868)",Probable por confirmar,LC,,,,,,,,,,,,,
gbif.org/species/6093919,gbif.org/species/6093919,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Frederickena,fulva,Frederickena fulva,Especie,"Zimmer, 1944",,LC,,,,,,,,,,,,,
gbif.org/species/2490224,gbif.org/species/2490224,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Taraba,major,Taraba major,Especie,"(Vieillot, 1816)",,LC,,,,,,,,,,,,,
gbif.org/species/2490049,gbif.org/species/2490049,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Sakesphorus,canadensis,Sakesphorus canadensis,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/5959208,gbif.org/species/5959208,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,doliatus,Thamnophilus doliatus,Especie,"(Linnaeus, 1764)",,LC,,,,,,,,,,,,,
gbif.org/species/5959202,gbif.org/species/5959202,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,multistriatus,Thamnophilus multistriatus,Especie,"Lafresnaye, 1844",,LC,,,,,,,,,,,,,
gbif.org/species/7341969,gbif.org/species/7341969,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,tenuepunctatus,Thamnophilus tenuepunctatus,Especie,"Lafresnaye, 1853",,VU,,,,,,,,,,,,,
gbif.org/species/5959200,gbif.org/species/5959200,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,atrinucha,Thamnophilus atrinucha,Especie,"Salvin & Godman, 1892",,LC,,,,,,,,,,,,,
gbif.org/species/5959219,gbif.org/species/5959219,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,schistaceus,Thamnophilus schistaceus,Especie,"Orbigny, 1837",,LC,,,,,,,,,,,,,
gbif.org/species/5959209,gbif.org/species/5959209,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,murinus,Thamnophilus murinus,Especie,"P.L.Sclater & Salvin, 1868",,LC,,,,,,,,,,,,,
gbif.org/species/5959217,gbif.org/species/5959217,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,nigriceps,Thamnophilus nigriceps,Especie,"P.L.Sclater, 1869",,LC,,,,,,,,,,,,,
gbif.org/species/5959218,gbif.org/species/5959218,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,praecox,Thamnophilus praecox,Especie,"Zimmer, 1937",,NT,,,,,,,,,,,,,
gbif.org/species/5959201,gbif.org/species/5959201,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,cryptoleucus,Thamnophilus cryptoleucus,Especie,"(Menegaux & Hellmayr, 1906)",,NT,,,,,,,,,,,,,
gbif.org/species/5959203,gbif.org/species/5959203,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,nigrocinereus,Thamnophilus nigrocinereus,Especie,"P.L.Sclater, 1855",,NT,,,,,,,,,,,,,
gbif.org/species/5959204,gbif.org/species/5959204,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,punctatus,Thamnophilus punctatus,Especie,"(Shaw, 1809)",,LC,,,,,,,,,,,,,
gbif.org/species/5959212,gbif.org/species/5959212,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,unicolor,Thamnophilus unicolor,Especie,"(P.L.Sclater, 1859)",,LC,,,,,,,,,,,,,
gbif.org/species/5959213,gbif.org/species/5959213,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,aethiops,Thamnophilus aethiops,Especie,"P.L.Sclater, 1858",,LC,,,,,,,,,,,,,
gbif.org/species/6093113,gbif.org/species/6093113,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,melanonotus,Thamnophilus melanonotus,Especie,"P.L.Sclater, 1855",,LC,,,,,,,,,,,,,
gbif.org/species/5959206,gbif.org/species/5959206,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,amazonicus,Thamnophilus amazonicus,Especie,"P.L.Sclater, 1858",,LC,,,,,,,,,,,,,
gbif.org/species/2490220,gbif.org/species/2490220,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Megastictus,margaritatus,Megastictus margaritatus,Especie,"(P.L.Sclater, 1855)",,LC,,,,,,,,,,,,,
gbif.org/species/2490238,gbif.org/species/2490238,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Neoctantes,niger,Neoctantes niger,Especie,"(Pelzeln, 1859)",,LC,,,,,,,,,,,,,
gbif.org/species/2490227,gbif.org/species/2490227,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Clytoctantes,alixii,Clytoctantes alixii,Especie,"Elliot, 1870",,EN,,,,,,,,,,,,,
gbif.org/species/9485798,gbif.org/species/9485798,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnistes,anabatinus,Thamnistes anabatinus,Especie,"P.L.Sclater & Salvin, 1860",,LC,,,,,,,,,,,,,
gbif.org/species/2490033,gbif.org/species/2490033,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Dysithamnus,mentalis,Dysithamnus mentalis,Especie,"(Temminck, 1823)",,LC,,,,,,,,,,,,,
gbif.org/species/2490029,gbif.org/species/2490029,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Dysithamnus,puncticeps,Dysithamnus puncticeps,Especie,"Salvin, 1866",,LC,,,,,,,,,,,,,
gbif.org/species/2490030,gbif.org/species/2490030,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Dysithamnus,occidentalis,Dysithamnus occidentalis,Especie,"(Chapman, 1923)",,VU,,,,,,,,,,,,,
gbif.org/species/2490035,gbif.org/species/2490035,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Dysithamnus,leucostictus,Dysithamnus leucostictus,Especie,"P.L.Sclater, 1858",,VU,,,,,,,,,,,,,
gbif.org/species/2490218,gbif.org/species/2490218,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnomanes,ardesiacus,Thamnomanes ardesiacus,Especie,"(P.L.Sclater & Salvin, 1868)",,LC,,,,,,,,,,,,,
gbif.org/species/2490217,gbif.org/species/2490217,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnomanes,caesius,Thamnomanes caesius,Especie,"(Temminck, 1820)",,LC,,,,,,,,,,,,,
gbif.org/species/2490037,gbif.org/species/2490037,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Xenornis,setifrons,Xenornis setifrons,Especie,"Chapman, 1924",,VU,,,,,,,,,,,,,
gbif.org/species/7444611,gbif.org/species/7444611,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Isleria,hauxwelli,Isleria hauxwelli,Especie,"(P.L.Sclater, 1857)",,LC,,,,,,,,,,,,,
gbif.org/species/2490142,gbif.org/species/2490142,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Pygiptila,stellaris,Pygiptila stellaris,Especie,"(Spix, 1825)",,LC,,,,,,,,,,,,,
gbif.org/species/5788655,gbif.org/species/5788655,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Epinecrophylla,fulviventris,Epinecrophylla fulviventris,Especie,"(Lawrence, 1862)",,LC,,,,,,,,,,,,,
gbif.org/species/7341751,gbif.org/species/7341751,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Epinecrophylla,haematonota,Epinecrophylla haematonota,Especie,"(P.L.Sclater, 1857)",,LC,,,,,,,,,,,,,
gbif.org/species/7341740,gbif.org/species/7341740,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Epinecrophylla,spodionota,Epinecrophylla spodionota,Especie,"(P.L.Sclater & Salvin, 1880)",,LC,,,,,,,,,,,,,
gbif.org/species/7341734,gbif.org/species/7341734,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Epinecrophylla,ornata,Epinecrophylla ornata,Especie,"(P.L.Sclater, 1853)",,LC,,,,,,,,,,,,,
gbif.org/species/7341727,gbif.org/species/7341727,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Epinecrophylla,erythrura,Epinecrophylla erythrura,Especie,"(P.L.Sclater, 1890)",,LC,,,,,,,,,,,,,
gbif.org/species/2490203,gbif.org/species/2490203,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,brachyura,Myrmotherula brachyura,Especie,"(Hermann, 1783)",,LC,,,,,,,,,,,,,
gbif.org/species/2490173,gbif.org/species/2490173,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,ignota,Myrmotherula ignota,Especie,"Griscom, 1929",,LC,,,,,,,,,,,,,
gbif.org/species/2490179,gbif.org/species/2490179,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,ambigua,Myrmotherula ambigua,Especie,"Zimmer, 1932",,LC,,,,,,,,,,,,,
gbif.org/species/2490184,gbif.org/species/2490184,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,surinamensis,Myrmotherula surinamensis,Especie,"(Gmelin, 1788)",Probable por confirmar,VU,,,,,,,,,,,,,
gbif.org/species/2490200,gbif.org/species/2490200,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,multostriata,Myrmotherula multostriata,Especie,"P.L.Sclater, 1858",,LC,,,,,,,,,,,,,
gbif.org/species/2490172,gbif.org/species/2490172,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,pacifica,Myrmotherula pacifica,Especie,"Hellmayr, 1911",,LC,,,,,,,,,,,,,
gbif.org/species/2490183,gbif.org/species/2490183,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,cherriei,Myrmotherula cherriei,Especie,"Berlepsch & Hartert, 1902",,LC,,,,,,,,,,,,,
gbif.org/species/2490198,gbif.org/species/2490198,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,longicauda,Myrmotherula longicauda,Especie,"Berlepsch & Stolzmann, 1894",,LC,,,,,,,,,,,,,
gbif.org/species/2490191,gbif.org/species/2490191,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,axillaris,Myrmotherula axillaris,Especie,"(Vieillot, 1817)",,LC,,,,,,,,,,,,,
gbif.org/species/2490202,gbif.org/species/2490202,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,schisticolor,Myrmotherula schisticolor,Especie,"(Lawrence, 1865)",,LC,,,,,,,,,,,,,
gbif.org/species/2490192,gbif.org/species/2490192,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,sunensis,Myrmotherula sunensis,Especie,"Chapman, 1925",,LC,,,,,,,,,,,,,
gbif.org/species/2490190,gbif.org/species/2490190,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,longipennis,Myrmotherula longipennis,Especie,"Pelzeln, 1868",,LC,,,,,,,,,,,,,
gbif.org/species/2490181,gbif.org/species/2490181,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,behni,Myrmotherula behni,Especie,"Berlepsch & Leverkuhn, 1890",,LC,,,,,,,,,,,,,
gbif.org/species/2490178,gbif.org/species/2490178,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,menetriesii,Myrmotherula menetriesii,Especie,"(Orbigny, 1837)",,LC,,,,,,,,,,,,,
gbif.org/species/2490201,gbif.org/species/2490201,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,assimilis,Myrmotherula assimilis,Especie,"Pelzeln, 1868",,LC,,,,,,,,,,,,,
gbif.org/species/2490236,gbif.org/species/2490236,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Dichrozona,cincta,Dichrozona cincta,Especie,"(Pelzeln, 1868)",,LC,,,,,,,,,,,,,
gbif.org/species/5788618,gbif.org/species/5788618,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Herpsilochmus,dugandi,Herpsilochmus dugandi,Especie,"Meyer de Schauensee, 1945",,LC,,,,,,,,,,,,,
gbif.org/species/2490114,gbif.org/species/2490114,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Herpsilochmus,dorsimaculatus,Herpsilochmus dorsimaculatus,Especie,"Pelzeln, 1868",,LC,,,,,,,,,,,,,
gbif.org/species/2490106,gbif.org/species/2490106,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Herpsilochmus,axillaris,Herpsilochmus axillaris,Especie,"(Tschudi, 1844)",,VU,,,,,,,,,,,,,
gbif.org/species/2490109,gbif.org/species/2490109,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Herpsilochmus,rufimarginatus,Herpsilochmus rufimarginatus,Especie,"(Temminck, 1822)",,LC,,,,,,,,,,,,,
gbif.org/species/2490240,gbif.org/species/2490240,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Microrhopias,quixensis,Microrhopias quixensis,Especie,"(Cornalia, 1849)",,LC,,,,,,,,,,,,,
gbif.org/species/2490042,gbif.org/species/2490042,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Formicivora,grisea,Formicivora grisea,Especie,"(Boddaert, 1783)",,LC,,,,,,,,,,,,,
gbif.org/species/5230838,gbif.org/species/5230838,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Drymophila,devillei,Drymophila devillei,Especie,"(Menegaux & Hellmayr, 1906)",,LC,,,,,,,,,,,,,
gbif.org/species/7421670,gbif.org/species/7421670,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Drymophila,hellmayri,Drymophila hellmayri,Especie,"Todd, 1915",,NT,Endémica,,,,,,,,,,,,
gbif.org/species/8210181,gbif.org/species/8210181,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Drymophila,klagesi,Drymophila klagesi,Especie,"Hellmayr & Seilern, 1912",,LC,,,,,,,,,,,,,
gbif.org/species/5230840,gbif.org/species/5230840,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Drymophila,caudata,Drymophila caudata,Especie,"(P.L.Sclater, 1855)",,NT,Endémica,,,,,,,,,,,,
gbif.org/species/7493446,gbif.org/species/7493446,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Drymophila,striaticeps,Drymophila striaticeps,Especie,"Chapman, 1912",,LC,,,,,,,,,,,,,
gbif.org/species/5788641,gbif.org/species/5788641,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Hypocnemis,flavescens,Hypocnemis flavescens,Especie,"P.L.Sclater, 1865",,LC,,,,,,,,,,,,,
