id,taxonID,kingdom,phylum,class,order,family,genus,specificEpithet,scientificName,taxonRank,scientificNameAuthorship,taxonRemarks,threatStatus,establishmentMeans,scientificNameID,nameAccordingTo,vernacularName,taxonomicStatus,language,rightsHolder,bibliographicCitation,locality,countryCode,appendixCITES,occurrenceRemarks,
gbif.org/species/2475080,gbif.org/species/2475080,Animalia,Chordata,Aves,Galbuliformes,Galbulidae,Jacamerops,aureus,Jacamerops aureus,Especie,"(Statius Muller, 1776)",,LC,,,,,,,,,,,,,
gbif.org/species/7340220,gbif.org/species/7340220,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Notharchus,hyperrhynchus,Notharchus hyperrhynchus,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/2475108,gbif.org/species/2475108,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Notharchus,pectoralis,Notharchus pectoralis,Especie,"(G.R.Gray, 1846)",,LC,,,,,,,,,,,,,
gbif.org/species/2475107,gbif.org/species/2475107,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Notharchus,ordii,Notharchus ordii,Especie,"(Cassin, 1851)",,LC,,,,,,,,,,,,,
gbif.org/species/2475098,gbif.org/species/2475098,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Notharchus,tectus,Notharchus tectus,Especie,"(Boddaert, 1783)",,LC,,,,,,,,,,,,,
gbif.org/species/5228265,gbif.org/species/5228265,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Bucco,macrodactylus,Bucco macrodactylus,Especie,"(Spix, 1824)",,LC,,,,,,,,,,,,,
gbif.org/species/5228270,gbif.org/species/5228270,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Bucco,tamatia,Bucco tamatia,Especie,"Gmelin, 1788",,LC,,,,,,,,,,,,,
gbif.org/species/5228275,gbif.org/species/5228275,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Bucco,noanamae,Bucco noanamae,Especie,"Hellmayr, 1909",,NT,Endémica,,,,,,,,,,,,
gbif.org/species/5228276,gbif.org/species/5228276,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Bucco,capensis,Bucco capensis,Especie,"Linnaeus, 1766",,LC,,,,,,,,,,,,,
gbif.org/species/2475200,gbif.org/species/2475200,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Nystalus,radiatus,Nystalus radiatus,Especie,"(P.L.Sclater, 1854)",,LC,,,,,,,,,,,,,
gbif.org/species/8223154,gbif.org/species/8223154,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Nystalus,obamai,Nystalus obamai,Especie,"Whitney, Piacentini, Schunck, Aleixo, Sousa, Silveira & Rego, 2013",,LC,,,,,,,,,,,,,
gbif.org/species/2475165,gbif.org/species/2475165,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Hypnelus,ruficollis,Hypnelus ruficollis,Especie,"(Wagler, 1829)",,LC,,,,,,,,,,,,,
gbif.org/species/2475157,gbif.org/species/2475157,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Malacoptila,fusca,Malacoptila fusca,Especie,"(Gmelin, 1788)",,LC,,,,,,,,,,,,,
gbif.org/species/2475147,gbif.org/species/2475147,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Malacoptila,panamensis,Malacoptila panamensis,Especie,"Lafresnaye, 1847",,LC,,,,,,,,,,,,,
gbif.org/species/2475143,gbif.org/species/2475143,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Malacoptila,fulvogularis,Malacoptila fulvogularis,Especie,"P.L.Sclater, 1854",,LC,,,,,,,,,,,,,
gbif.org/species/2475142,gbif.org/species/2475142,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Malacoptila,mystacalis,Malacoptila mystacalis,Especie,"(Lafresnaye, 1850)",,LC,,,,,,,,,,,,,
gbif.org/species/2475207,gbif.org/species/2475207,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Micromonacha,lanceolata,Micromonacha lanceolata,Especie,"(Deville, 1849)",,LC,,,,,,,,,,,,,
gbif.org/species/2475122,gbif.org/species/2475122,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Nonnula,rubecula,Nonnula rubecula,Especie,"(Spix, 1824)",,LC,,,,,,,,,,,,,
gbif.org/species/2475135,gbif.org/species/2475135,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Nonnula,brunnea,Nonnula brunnea,Especie,"P.L.Sclater, 1881",,LC,,,,,,,,,,,,,
gbif.org/species/2475136,gbif.org/species/2475136,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Nonnula,frontalis,Nonnula frontalis,Especie,"(P.L.Sclater, 1854)",,LC,,,,,,,,,,,,,
gbif.org/species/2475205,gbif.org/species/2475205,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Hapaloptila,castanea,Hapaloptila castanea,Especie,"(J.Verreaux, 1866)",,LC,,,,,,,,,,,,,
gbif.org/species/2475187,gbif.org/species/2475187,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Monasa,nigrifrons,Monasa nigrifrons,Especie,"(Spix, 1824)",,LC,,,,,,,,,,,,,
gbif.org/species/2475179,gbif.org/species/2475179,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Monasa,morphoeus,Monasa morphoeus,Especie,"(Hahn & Kuster, 1823)",,LC,,,,,,,,,,,,,
gbif.org/species/2475178,gbif.org/species/2475178,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Monasa,flavirostris,Monasa flavirostris,Especie,"Strickland, 1850",,LC,,,,,,,,,,,,,
gbif.org/species/2475190,gbif.org/species/2475190,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Monasa,atra,Monasa atra,Especie,"(Boddaert, 1783)",Probable por confirmar,LC,,,,,,,,,,,,,
gbif.org/species/5228262,gbif.org/species/5228262,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Chelidoptera,tenebrosa,Chelidoptera tenebrosa,Especie,"(Pallas, 1782)",,LC,,,,,,,,,,,,,
gbif.org/species/2479050,gbif.org/species/2479050,Animalia,Chordata,Aves,Piciformes,Capitonidae,Capito,aurovirens,Capito aurovirens,Especie,"(Cuvier, 1829)",,LC,,,,,,,,,,,,,
gbif.org/species/2479041,gbif.org/species/2479041,Animalia,Chordata,Aves,Piciformes,Capitonidae,Capito,maculicoronatus,Capito maculicoronatus,Especie,"Lawrence, 1861",,LC,,,,,,,,,,,,,
gbif.org/species/2479030,gbif.org/species/2479030,Animalia,Chordata,Aves,Piciformes,Capitonidae,Capito,squamatus,Capito squamatus,Especie,"Salvin, 1876",,NT,,,,,,,,,,,,,
gbif.org/species/2479046,gbif.org/species/2479046,Animalia,Chordata,Aves,Piciformes,Capitonidae,Capito,hypoleucus,Capito hypoleucus,Especie,"Salvin, 1897",,VU,Endémica,,,,,,,,,,,,
gbif.org/species/2479040,gbif.org/species/2479040,Animalia,Chordata,Aves,Piciformes,Capitonidae,Capito,quinticolor,Capito quinticolor,Especie,"Elliot, 1865",,VU,,,,,,,,,,,,,
gbif.org/species/2479031,gbif.org/species/2479031,Animalia,Chordata,Aves,Piciformes,Capitonidae,Capito,auratus,Capito auratus,Especie,"(Dumont, 1816)",,LC,,,,,,,,,,,,,
gbif.org/species/2478973,gbif.org/species/2478973,Animalia,Chordata,Aves,Piciformes,Capitonidae,Eubucco,richardsoni,Eubucco richardsoni,Especie,"(G.R.Gray, 1846)",,LC,,,,,,,,,,,,,
gbif.org/species/2478979,gbif.org/species/2478979,Animalia,Chordata,Aves,Piciformes,Capitonidae,Eubucco,bourcierii,Eubucco bourcierii,Especie,"(Lafresnaye, 1845)",,LC,,,,,,,,,,,,,
gbif.org/species/2478863,gbif.org/species/2478863,Animalia,Chordata,Aves,Piciformes,Semnornithidae,Semnornis,ramphastinus,Semnornis ramphastinus,Especie,"(Jardine, 1855)",,NT,,,,,,,,,,,,,
gbif.org/species/2478779,gbif.org/species/2478779,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,ambiguus,Ramphastos ambiguus,Especie,"Swainson, 1823",,NT,,,,,,,,,,,,,
gbif.org/species/2478774,gbif.org/species/2478774,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,tucanus,Ramphastos tucanus,Especie,"Linnaeus, 1758",,VU,,,,,,,,,,,,,
gbif.org/species/2478771,gbif.org/species/2478771,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,sulfuratus,Ramphastos sulfuratus,Especie,"Lesson, 1830",,LC,,,,,,,,,,,,,
gbif.org/species/2478769,gbif.org/species/2478769,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,brevis,Ramphastos brevis,Especie,"Meyer de Schauensee, 1945",,LC,,,,,,,,,,,,,
gbif.org/species/2478782,gbif.org/species/2478782,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,vitellinus,Ramphastos vitellinus,Especie,"Lichtenstein, 1823",,LC,,,,,,,,,,,,,
gbif.org/species/5229012,gbif.org/species/5229012,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,prasinus,Aulacorhynchus prasinus,Especie,"(Gould, 1833)",,LC,,,,,,,,,,,,,
gbif.org/species/5229028,gbif.org/species/5229028,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,sulcatus,Aulacorhynchus sulcatus,Especie,"(Swainson, 1820)",,LC,,,,,,,,,,,,,
gbif.org/species/5229006,gbif.org/species/5229006,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,derbianus,Aulacorhynchus derbianus,Especie,"Gould, 1835",,LC,,,,,,,,,,,,,
gbif.org/species/5229025,gbif.org/species/5229025,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,haematopygus,Aulacorhynchus haematopygus,Especie,"(Gould, 1835)",,LC,,,,,,,,,,,,,
gbif.org/species/2478858,gbif.org/species/2478858,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Andigena,hypoglauca,Andigena hypoglauca,Especie,"(Gould, 1833)",,NT,,,,,,,,,,,,,
gbif.org/species/2478861,gbif.org/species/2478861,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Andigena,laminirostris,Andigena laminirostris,Especie,"Gould, 1851",,NT,,,,,,,,,,,,,
gbif.org/species/2478854,gbif.org/species/2478854,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Andigena,nigrirostris,Andigena nigrirostris,Especie,"(Waterhouse, 1839)",,LC,,,,,,,,,,,,,
gbif.org/species/2478758,gbif.org/species/2478758,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Selenidera,spectabilis,Selenidera spectabilis,Especie,"Cassin, 1858",,LC,,,,,,,,,,,,,
gbif.org/species/2478761,gbif.org/species/2478761,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Selenidera,reinwardtii,Selenidera reinwardtii,Especie,"(Wagler, 1827)",,LC,,,,,,,,,,,,,
gbif.org/species/2478759,gbif.org/species/2478759,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Selenidera,nattereri,Selenidera nattereri,Especie,"(Gould, 1836)",,LC,,,,,,,,,,,,,
gbif.org/species/2478814,gbif.org/species/2478814,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus,inscriptus,Pteroglossus inscriptus,Especie,"Swainson, 1822",,LC,,,,,,,,,,,,,
gbif.org/species/2478838,gbif.org/species/2478838,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus,torquatus,Pteroglossus torquatus,Especie,"(Gmelin, 1788)",,LC,,,,,,,,,,,,,
gbif.org/species/2478822,gbif.org/species/2478822,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus,castanotis,Pteroglossus castanotis,Especie,"Gould, 1834",,LC,,,,,,,,,,,,,
gbif.org/species/2478826,gbif.org/species/2478826,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus,pluricinctus,Pteroglossus pluricinctus,Especie,"Gould, 1836",,LC,,,,,,,,,,,,,
gbif.org/species/2478828,gbif.org/species/2478828,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus,aracari,Pteroglossus aracari,Especie,"(Linnaeus, 1758)",Probable por confirmar,LC,,,,,,,,,,,,,
gbif.org/species/2478817,gbif.org/species/2478817,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus,azara,Pteroglossus azara,Especie,"(Vieillot, 1819)",,LC,,,,,,,,,,,,,
gbif.org/species/5228784,gbif.org/species/5228784,Animalia,Chordata,Aves,Piciformes,Picidae,Picumnus,aurifrons,Picumnus aurifrons,Especie,"Pelzeln, 1870",Probable por confirmar,LC,,,,,,,,,,,,,
gbif.org/species/5228724,gbif.org/species/5228724,Animalia,Chordata,Aves,Piciformes,Picidae,Picumnus,pumilus,Picumnus pumilus,Especie,"Cabanis & Heine, 1863",,LC,,,,,,,,,,,,,
gbif.org/species/5228757,gbif.org/species/5228757,Animalia,Chordata,Aves,Piciformes,Picidae,Picumnus,lafresnayi,Picumnus lafresnayi,Especie,"Malherbe, 1862",,LC,,,,,,,,,,,,,
gbif.org/species/5228733,gbif.org/species/5228733,Animalia,Chordata,Aves,Piciformes,Picidae,Picumnus,exilis,Picumnus exilis,Especie,"(Lichtenstein, 1823)",,LC,,,,,,,,,,,,,
gbif.org/species/9541146,gbif.org/species/9541146,Animalia,Chordata,Aves,Piciformes,Picidae,Picumnus,squamulatus,Picumnus squamulatus,Especie,"Lafresnaye, 1854",,LC,,,,,,,,,,,,,
gbif.org/species/5228751,gbif.org/species/5228751,Animalia,Chordata,Aves,Piciformes,Picidae,Picumnus,rufiventris,Picumnus rufiventris,Especie,"(Bonaparte, 1838)",,LC,,,,,,,,,,,,,
gbif.org/species/5228723,gbif.org/species/5228723,Animalia,Chordata,Aves,Piciformes,Picidae,Picumnus,castelnau,Picumnus castelnau,Especie,"Malherbe, 1862",,LC,,,,,,,,,,,,,
gbif.org/species/5228725,gbif.org/species/5228725,Animalia,Chordata,Aves,Piciformes,Picidae,Picumnus,olivaceus,Picumnus olivaceus,Especie,"Lafresnaye, 1845",,LC,,,,,,,,,,,,,
gbif.org/species/5228793,gbif.org/species/5228793,Animalia,Chordata,Aves,Piciformes,Picidae,Picumnus,granadensis,Picumnus granadensis,Especie,"Lafresnaye, 1847",,LC,Endémica,,,,,,,,,,,,
gbif.org/species/5228762,gbif.org/species/5228762,Animalia,Chordata,Aves,Piciformes,Picidae,Picumnus,cinnamomeus,Picumnus cinnamomeus,Especie,"Wagler, 1829",,LC,,,,,,,,,,,,,
gbif.org/species/5228797,gbif.org/species/5228797,Animalia,Chordata,Aves,Piciformes,Picidae,Picumnus,spilogaster,Picumnus spilogaster,Especie,"Sundevall, 1866",Probable por confirmar,,,,,,,,,,,,,,
gbif.org/species/2478605,gbif.org/species/2478605,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,varius,Sphyrapicus varius,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/2478133,gbif.org/species/2478133,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,formicivorus,Melanerpes formicivorus,Especie,"(Swainson, 1827)",,LC,,,,,,,,,,,,,
gbif.org/species/2478122,gbif.org/species/2478122,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,cruentatus,Melanerpes cruentatus,Especie,"(Boddaert, 1783)",,LC,,,,,,,,,,,,,
gbif.org/species/5789377,gbif.org/species/5789377,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,pulcher,Melanerpes pulcher,Especie,"P.L.Sclater, 1870",,LC,Endémica,,,,,,,,,,,,
gbif.org/species/2478068,gbif.org/species/2478068,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,pucherani,Melanerpes pucherani,Especie,"(Malherbe, 1849)",,LC,,,,,,,,,,,,,
gbif.org/species/2478125,gbif.org/species/2478125,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,rubricapillus,Melanerpes rubricapillus,Especie,"(Cabanis, 1862)",,LC,,,,,,,,,,,,,
gbif.org/species/7340167,gbif.org/species/7340167,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,fumigatus,Picoides fumigatus,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/2478367,gbif.org/species/2478367,Animalia,Chordata,Aves,Piciformes,Picidae,Veniliornis,kirkii,Veniliornis kirkii,Especie,"(Malherbe, 1845)",,LC,,,,,,,,,,,,,
gbif.org/species/2478345,gbif.org/species/2478345,Animalia,Chordata,Aves,Piciformes,Picidae,Veniliornis,passerinus,Veniliornis passerinus,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/2478357,gbif.org/species/2478357,Animalia,Chordata,Aves,Piciformes,Picidae,Veniliornis,callonotus,Veniliornis callonotus,Especie,"(Waterhouse, 1841)",,LC,,,,,,,,,,,,,
gbif.org/species/2478378,gbif.org/species/2478378,Animalia,Chordata,Aves,Piciformes,Picidae,Veniliornis,dignus,Veniliornis dignus,Especie,"(P.L.Sclater & Salvin, 1877)",,LC,,,,,,,,,,,,,
gbif.org/species/2478341,gbif.org/species/2478341,Animalia,Chordata,Aves,Piciformes,Picidae,Veniliornis,nigriceps,Veniliornis nigriceps,Especie,"(Orbigny, 1840)",,LC,,,,,,,,,,,,,
gbif.org/species/2478373,gbif.org/species/2478373,Animalia,Chordata,Aves,Piciformes,Picidae,Veniliornis,affinis,Veniliornis affinis,Especie,"(Swainson, 1821)",,LC,,,,,,,,,,,,,
gbif.org/species/2478339,gbif.org/species/2478339,Animalia,Chordata,Aves,Piciformes,Picidae,Veniliornis,chocoensis,Veniliornis chocoensis,Especie,"Todd, 1919",,NT,,,,,,,,,,,,,
gbif.org/species/2478569,gbif.org/species/2478569,Animalia,Chordata,Aves,Piciformes,Picidae,Campephilus,pollens,Campephilus pollens,Especie,"(Bonaparte, 1845)",,LC,,,,,,,,,,,,,
gbif.org/species/2478584,gbif.org/species/2478584,Animalia,Chordata,Aves,Piciformes,Picidae,Campephilus,haematogaster,Campephilus haematogaster,Especie,"(Tschudi, 1844)",,LC,,,,,,,,,,,,,
gbif.org/species/2478573,gbif.org/species/2478573,Animalia,Chordata,Aves,Piciformes,Picidae,Campephilus,rubricollis,Campephilus rubricollis,Especie,"(Boddaert, 1783)",,LC,,,,,,,,,,,,,
gbif.org/species/2478564,gbif.org/species/2478564,Animalia,Chordata,Aves,Piciformes,Picidae,Campephilus,melanoleucos,Campephilus melanoleucos,Especie,"(Gmelin, 1788)",,LC,,,,,,,,,,,,,
gbif.org/species/2478579,gbif.org/species/2478579,Animalia,Chordata,Aves,Piciformes,Picidae,Campephilus,gayaquilensis,Campephilus gayaquilensis,Especie,"(Lesson, 1845)",,NT,,,,,,,,,,,,,
gbif.org/species/5228831,gbif.org/species/5228831,Animalia,Chordata,Aves,Piciformes,Picidae,Dryocopus,lineatus,Dryocopus lineatus,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/5228950,gbif.org/species/5228950,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,loricatus,Celeus loricatus,Especie,"(Reichenbach, 1854)",,LC,,,,,,,,,,,,,
gbif.org/species/5228945,gbif.org/species/5228945,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,torquatus,Celeus torquatus,Especie,"(Boddaert, 1783)",,NT,,,,,,,,,,,,,
gbif.org/species/5228935,gbif.org/species/5228935,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,grammicus,Celeus grammicus,Especie,"(Natterer & Malherbe, 1845)",,LC,,,,,,,,,,,,,
gbif.org/species/5228966,gbif.org/species/5228966,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,flavus,Celeus flavus,Especie,"(Statius Muller, 1776)",,LC,,,,,,,,,,,,,
gbif.org/species/5228920,gbif.org/species/5228920,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,spectabilis,Celeus spectabilis,Especie,"P.L.Sclater & Salvin, 1880",,LC,,,,,,,,,,,,,
gbif.org/species/5228959,gbif.org/species/5228959,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,elegans,Celeus elegans,Especie,"(Statius Muller, 1776)",,LC,,,,,,,,,,,,,
gbif.org/species/5228881,gbif.org/species/5228881,Animalia,Chordata,Aves,Piciformes,Picidae,Piculus,leucolaemus,Piculus leucolaemus,Especie,"(Natterer & Malherbe, 1845)",,LC,,,,,,,,,,,,,
gbif.org/species/5228883,gbif.org/species/5228883,Animalia,Chordata,Aves,Piciformes,Picidae,Piculus,litae,Piculus litae,Especie,"(Rothschild, 1901)",,LC,,,,,,,,,,,,,
gbif.org/species/5228869,gbif.org/species/5228869,Animalia,Chordata,Aves,Piciformes,Picidae,Piculus,flavigula,Piculus flavigula,Especie,"(Boddaert, 1783)",,LC,,,,,,,,,,,,,
gbif.org/species/5228906,gbif.org/species/5228906,Animalia,Chordata,Aves,Piciformes,Picidae,Piculus,chrysochloros,Piculus chrysochloros,Especie,"(Vieillot, 1818)",,LC,,,,,,,,,,,,,
gbif.org/species/5228885,gbif.org/species/5228885,Animalia,Chordata,Aves,Piciformes,Picidae,Piculus,callopterus,Piculus callopterus,Especie,"(Lawrence, 1862)",Probable por confirmar,,,,,,,,,,,,,,
gbif.org/species/7340161,gbif.org/species/7340161,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,rubiginosus,Colaptes rubiginosus,Especie,"(Swainson, 1820)",,LC,,,,,,,,,,,,,
gbif.org/species/7340159,gbif.org/species/7340159,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,rivolii,Colaptes rivolii,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/2478237,gbif.org/species/2478237,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,punctigula,Colaptes punctigula,Especie,"(Boddaert, 1783)",,LC,,,,,,,,,,,,,
gbif.org/species/2481071,gbif.org/species/2481071,Animalia,Chordata,Aves,Falconiformes,Falconidae,Herpetotheres,cachinnans,Herpetotheres cachinnans,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2481082,gbif.org/species/2481082,Animalia,Chordata,Aves,Falconiformes,Falconidae,Micrastur,ruficollis,Micrastur ruficollis,Especie,"(Vieillot, 1817)",,LC,,,,,,,,,,,,,
gbif.org/species/2481086,gbif.org/species/2481086,Animalia,Chordata,Aves,Falconiformes,Falconidae,Micrastur,plumbeus,Micrastur plumbeus,Especie,"W.L.Sclater, 1918",,VU,,,,,,,,,,,,,
gbif.org/species/2481084,gbif.org/species/2481084,Animalia,Chordata,Aves,Falconiformes,Falconidae,Micrastur,gilvicollis,Micrastur gilvicollis,Especie,"(Vieillot, 1817)",,LC,,,,,,,,,,,,,
gbif.org/species/2481083,gbif.org/species/2481083,Animalia,Chordata,Aves,Falconiformes,Falconidae,Micrastur,mirandollei,Micrastur mirandollei,Especie,"(Schlegel, 1862)",,LC,,,,,,,,,,,,,
gbif.org/species/2481088,gbif.org/species/2481088,Animalia,Chordata,Aves,Falconiformes,Falconidae,Micrastur,semitorquatus,Micrastur semitorquatus,Especie,"(Vieillot, 1817)",,LC,,,,,,,,,,,,,
gbif.org/species/2481087,gbif.org/species/2481087,Animalia,Chordata,Aves,Falconiformes,Falconidae,Micrastur,buckleyi,Micrastur buckleyi,Especie,"Swann, 1919",Probable por confirmar,LC,,,,,,,,,,,,,
gbif.org/species/2480985,gbif.org/species/2480985,Animalia,Chordata,Aves,Falconiformes,Falconidae,Caracara,cheriway,Caracara cheriway,Especie,"(Jacquin, 1784)",,LC,,,,,,,,,,,,,
gbif.org/species/2480994,gbif.org/species/2480994,Animalia,Chordata,Aves,Falconiformes,Falconidae,Ibycter,americanus,Ibycter americanus,Especie,"(Boddaert, 1783)",,LC,,,,,,,,,,,,,
gbif.org/species/2481094,gbif.org/species/2481094,Animalia,Chordata,Aves,Falconiformes,Falconidae,Phalcoboenus,carunculatus,Phalcoboenus carunculatus,Especie,"Des Murs, 1853",,LC,,,,,,,,,,,,,
gbif.org/species/2481073,gbif.org/species/2481073,Animalia,Chordata,Aves,Falconiformes,Falconidae,Daptrius,ater,Daptrius ater,Especie,"Vieillot, 1816",,LC,,,,,,,,,,,,,
gbif.org/species/2481066,gbif.org/species/2481066,Animalia,Chordata,Aves,Falconiformes,Falconidae,Milvago,chimachima,Milvago chimachima,Especie,"(Vieillot, 1816)",,LC,,,,,,,,,,,,,
gbif.org/species/9685907,gbif.org/species/9685907,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,sparverius,Falco sparverius,Especie,"Linnaeus, 1758",,LC,,,,,,,,,,,,,
gbif.org/species/9813242,gbif.org/species/9813242,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,columbarius,Falco columbarius,Especie,"Linnaeus, 1758",,LC,,,,,,,,,,,,,
gbif.org/species/2481033,gbif.org/species/2481033,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,rufigularis,Falco rufigularis,Especie,"Daudin, 1800",,LC,,,,,,,,,,,,,
gbif.org/species/2481021,gbif.org/species/2481021,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,deiroleucus,Falco deiroleucus,Especie,"Temminck, 1825",,NT,,,,,,,,,,,,,
gbif.org/species/2481006,gbif.org/species/2481006,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,femoralis,Falco femoralis,Especie,"Temminck, 1822",,LC,,,,,,,,,,,,,
gbif.org/species/2481047,gbif.org/species/2481047,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,peregrinus,Falco peregrinus,Especie,"Tunstall, 1771",,LC,,,,,,,,,,,,,
gbif.org/species/2480122,gbif.org/species/2480122,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Touit,batavicus,Touit batavicus,Especie,"(Boddaert, 1783)",,LC,,,,,,,,,,,,,
gbif.org/species/2480135,gbif.org/species/2480135,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Touit,huetii,Touit huetii,Especie,"(Temminck, 1830)",,VU,,,,,,,,,,,,,
gbif.org/species/2480138,gbif.org/species/2480138,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Touit,dilectissimus,Touit dilectissimus,Especie,"(P.L.Sclater & Salvin, 1871)",,LC,,,,,,,,,,,,,
gbif.org/species/2480131,gbif.org/species/2480131,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Touit,purpuratus,Touit purpuratus,Especie,"(Gmelin, 1788)",,LC,,,,,,,,,,,,,
gbif.org/species/2480129,gbif.org/species/2480129,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Touit,stictopterus,Touit stictopterus,Especie,"(P.L.Sclater, 1862)",,VU,,,,,,,,,,,,,
gbif.org/species/5229121,gbif.org/species/5229121,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Bolborhynchus,lineola,Bolborhynchus lineola,Especie,"(Cassin, 1853)",,LC,,,,,,,,,,,,,
gbif.org/species/5229120,gbif.org/species/5229120,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Bolborhynchus,ferrugineifrons,Bolborhynchus ferrugineifrons,Especie,"(Lawrence, 1880)",,VU,Endémica,,,,,,,,,,,,
gbif.org/species/2479573,gbif.org/species/2479573,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,sanctithomae,Brotogeris sanctithomae,Especie,"(Statius Muller, 1776)",,LC,,,,,,,,,,,,,
gbif.org/species/2479582,gbif.org/species/2479582,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,versicolurus,Brotogeris versicolurus,Especie,"(Statius Muller, 1776)",,LC,,,,,,,,,,,,,
